"Country";"Data";"Device ID";"Sequence number";"Timestamp"
"";"972a007001202020206e0ae2";"00C6D881";"482";"2021-04-28 08:59:32"
"";"972a007001202020206e0de1";"00C6D881";"481";"2021-04-28 06:59:31"
"";"972a007001202020206e0be0";"00C6D881";"480";"2021-04-28 04:59:50"
"";"972a007001202020206e0bdf";"00C6D881";"479";"2021-04-28 02:59:49"
"";"972a007001202020206e0cde";"00C6D881";"478";"2021-04-28 00:59:47"
"";"972a007001202020206f0ddd";"00C6D881";"477";"2021-04-27 22:59:46"
"";"972a007001202020206f0edc";"00C6D881";"476";"2021-04-27 20:59:45"
"";"972a0070011f1f1f1f6f0edb";"00C6D881";"475";"2021-04-27 18:59:43"
"";"972a007001202020207011da";"00C6D881";"474";"2021-04-27 16:59:42"
"";"972a007001202020206f11d9";"00C6D881";"473";"2021-04-27 14:59:41"
"";"972a0070011f1f1f1f6f0ed8";"00C6D881";"472";"2021-04-27 12:59:39"
"";"972a007001202020206e0bd7";"00C6D881";"471";"2021-04-27 10:59:38"
"";"972a007001202020206e0bd6";"00C6D881";"470";"2021-04-27 08:59:42"
"";"972a007001232323236d0bd5";"00C6D881";"469";"2021-04-27 06:59:58"
"";"972a007001212121216d0ad4";"00C6D881";"468";"2021-04-27 04:59:56"
"";"972a007001242424246e0cd3";"00C6D881";"467";"2021-04-27 02:59:53"
"";"972a007001242424246e0cd2";"00C6D881";"466";"2021-04-27 00:59:51"
"";"972a007001232323236f0dd1";"00C6D881";"465";"2021-04-26 22:59:49"
"";"972a007001232323236f0ed0";"00C6D881";"464";"2021-04-26 20:59:49"
"";"972a0070011f1f1f1f6f0ecf";"00C6D881";"463";"2021-04-26 18:59:46"
"";"972a0070011f1f1f1f700fce";"00C6D881";"462";"2021-04-26 16:59:46"
"";"972a0070011f1f1f1f6f0fcd";"00C6D881";"461";"2021-04-26 14:59:44"
"";"972a0070011f1f1f1f6f0ecc";"00C6D881";"460";"2021-04-26 12:59:47"
"";"972a007001202020206e0ccb";"00C6D881";"459";"2021-04-26 10:59:41"
"";"972a007001202020206c09ca";"00C6D881";"458";"2021-04-26 08:59:39"
"";"972a007001212121216e0cc9";"00C6D881";"457";"2021-04-26 06:59:59"
