"Country";"Data";"Device ID";"Sequence number";"Timestamp"
"";"972a007001212121216e0ac8";"00C6D881";"456";"2021-04-26 05:00:00"
"";"972a007001212121216e0cc7";"00C6D881";"455";"2021-04-26 02:59:59"
"";"972a007001212121216e0cc6";"00C6D881";"454";"2021-04-26 00:59:54"
"";"972a007001222222226e0dc5";"00C6D881";"453";"2021-04-25 22:59:53"
"";"972a00700120202020700ec3";"00C6D881";"451";"2021-04-25 18:59:50"
"";"972a007001212121217014c2";"00C6D881";"450";"2021-04-25 16:59:52"
"";"972a007001212121217014c1";"00C6D881";"449";"2021-04-25 14:59:50"
"";"972a007001202020206f10c0";"00C6D881";"448";"2021-04-25 12:59:46"
"";"972a007001212121216e0ebf";"00C6D881";"447";"2021-04-25 10:59:45"
"";"972a007001212121216e0bbe";"00C6D881";"446";"2021-04-25 09:00:04"
"";"972a007001222222226e0cbd";"00C6D881";"445";"2021-04-25 07:00:03"
"";"972a007001222222226e0bbc";"00C6D881";"444";"2021-04-25 05:00:01"
"";"972a007001222222226e0bbb";"00C6D881";"443";"2021-04-25 02:59:59"
"";"972a007001222222226e0eba";"00C6D881";"442";"2021-04-25 00:59:58"
"";"972a007001222222226f10b9";"00C6D881";"441";"2021-04-24 22:59:56"
"";"972a007001222222226f10b8";"00C6D881";"440";"2021-04-24 20:59:58"
"";"972a007001212121217011b7";"00C6D881";"439";"2021-04-24 18:59:54"
"";"972a007001212121217013b6";"00C6D881";"438";"2021-04-24 16:59:53"
"";"972a007001202020207012b5";"00C6D881";"437";"2021-04-24 14:59:51"
"";"972a007001212121216f13b4";"00C6D881";"436";"2021-04-24 12:59:49"
"";"972a007001202020206e10b3";"00C6D881";"435";"2021-04-24 10:59:49"
"";"972a007001202020206e0bb2";"00C6D881";"434";"2021-04-24 09:00:11"
"";"972a007001212121216d0bb1";"00C6D881";"433";"2021-04-24 07:00:07"
"";"972a007001212121216d09b0";"00C6D881";"432";"2021-04-24 05:00:04"
"";"972a007001212121216d0aaf";"00C6D881";"431";"2021-04-24 03:00:04"
"";"972a007001212121216e0bae";"00C6D881";"430";"2021-04-24 01:00:02"
"";"972a007001212121216e0dad";"00C6D881";"429";"2021-04-23 23:00:00"
"";"972a007001212121216f0dac";"00C6D881";"428";"2021-04-23 20:59:59"
"";"972a007001212121217010ab";"00C6D881";"427";"2021-04-23 18:59:57"
"";"972a007001202020207010aa";"00C6D881";"426";"2021-04-23 16:59:56"
"";"972a0070011f1f1f1f7012a9";"00C6D881";"425";"2021-04-23 14:59:54"
"";"972a0070011e1e1e1e6e0da7";"00C6D881";"423";"2021-04-23 11:00:18"
"";"972a007001222222226d0aa6";"00C6D881";"422";"2021-04-23 09:00:12"
"";"972a007001232323236d0aa5";"00C6D881";"421";"2021-04-23 07:00:10"
"";"972a007001232323236d0aa4";"00C6D881";"420";"2021-04-23 05:00:08"
"";"972a007001232323236d0ba2";"00C6D881";"418";"2021-04-23 01:00:05"
"";"972a007001232323236e0ca1";"00C6D881";"417";"2021-04-22 23:00:04"
"";"972a007001232323236e0aa0";"00C6D881";"416";"2021-04-22 21:00:02"
"";"972a007001222222226f0f9f";"00C6D881";"415";"2021-04-22 19:00:01"
"";"972a007001222222226f0f9e";"00C6D881";"414";"2021-04-22 17:00:00"
"";"972a007001212121216f0e9d";"00C6D881";"413";"2021-04-22 14:59:58"
"";"972a0070011f1f1f1f6f0d9c";"00C6D881";"412";"2021-04-22 13:00:02"
"";"972a0070011f1f1f1f6e0f9b";"00C6D881";"411";"2021-04-22 11:00:16"
"";"972a0070011e1e1e1e6d0a99";"00C6D881";"409";"2021-04-22 07:00:14"
"";"972a0070011e1e1e1e6d0b98";"00C6D881";"408";"2021-04-22 05:00:12"
"";"972a0070011e1e1e1e6d0b97";"00C6D881";"407";"2021-04-22 03:00:11"
"";"972a0070011e1e1e1e6d0a96";"00C6D881";"406";"2021-04-22 01:00:08"
"";"972a0070011e1e1e1e6e0c95";"00C6D881";"405";"2021-04-21 23:00:08"
"";"972a0070011e1e1e1e6e0c94";"00C6D881";"404";"2021-04-21 21:00:06"
"";"972a0070011e1e1e1e6f0d93";"00C6D881";"403";"2021-04-21 19:00:04"
"";"972a0070011d1d1d1d701192";"00C6D881";"402";"2021-04-21 17:00:03"
"";"972a0070011e1e1e1e701991";"00C6D881";"401";"2021-04-21 15:00:02"
"";"972a0070040101010170198e";"00C6D881";"398";"2021-04-21 12:03:29"
"";"972a00700101010101701b8d";"00C6D881";"397";"2021-04-21 11:00:22"
"";"972a0070010101010170198c";"00C6D881";"396";"2021-04-21 09:00:21"
"";"972a0070010202020270188b";"00C6D881";"395";"2021-04-21 07:00:17"
"";"972a0070010202020270178a";"00C6D881";"394";"2021-04-21 05:00:16"
"";"972a00700102020202701689";"00C6D881";"393";"2021-04-21 03:00:15"
"";"972a00700102020202701988";"00C6D881";"392";"2021-04-21 01:00:13"
"";"972a00700102020202701887";"00C6D881";"391";"2021-04-20 23:00:12"
"";"972a00700102020202701686";"00C6D881";"390";"2021-04-20 21:00:10"
"";"972a00700102020202701785";"00C6D881";"389";"2021-04-20 19:00:09"
"";"972a00700102020202701884";"00C6D881";"388";"2021-04-20 17:00:10"
"";"972a00700102020202701783";"00C6D881";"387";"2021-04-20 15:00:06"
"";"972a00700102020202701882";"00C6D881";"386";"2021-04-20 13:00:26"
"";"972a00700102020202701881";"00C6D881";"385";"2021-04-20 11:00:25"
"";"972a00700102020202701a80";"00C6D881";"384";"2021-04-20 09:00:23"
"";"972a0070010202020270187f";"00C6D881";"383";"2021-04-20 07:00:22"
"";"972a0070010202020270167e";"00C6D881";"382";"2021-04-20 05:00:20"
"";"972a0070010202020270197d";"00C6D881";"381";"2021-04-20 03:00:18"
"";"972a0070010202020270197c";"00C6D881";"380";"2021-04-20 01:00:18"
"";"972a0070010202020270197b";"00C6D881";"379";"2021-04-19 23:00:16"
"";"972a0070010202020270167a";"00C6D881";"378";"2021-04-19 21:00:15"
"";"972a00700102020202701a79";"00C6D881";"377";"2021-04-19 19:00:14"
"";"972a00700102020202701878";"00C6D881";"376";"2021-04-19 17:00:12"
"";"972a00700102020202701877";"00C6D881";"375";"2021-04-19 15:00:32"
"";"972a00700102020202701876";"00C6D881";"374";"2021-04-19 13:00:30"
"";"972a00700102020202701875";"00C6D881";"373";"2021-04-19 11:00:28"
"";"972a00700102020202701874";"00C6D881";"372";"2021-04-19 09:00:27"
"";"972a00700102020202701673";"00C6D881";"371";"2021-04-19 07:00:25"
"";"972a00700102020202701872";"00C6D881";"370";"2021-04-19 05:00:24"
"";"972a00700102020202701771";"00C6D881";"369";"2021-04-19 03:00:23"
"";"972a00700102020202701870";"00C6D881";"368";"2021-04-19 01:00:22"
"";"972a0070010202020270176f";"00C6D881";"367";"2021-04-18 23:00:20"
"";"972a0070010202020270186e";"00C6D881";"366";"2021-04-18 21:00:19"
"";"972a0070010202020270156d";"00C6D881";"365";"2021-04-18 19:00:17"
"";"972a0070010202020270186c";"00C6D881";"364";"2021-04-18 17:00:42"
"";"972a0070010202020270186b";"00C6D881";"363";"2021-04-18 15:00:36"
"";"972a0070010202020270186a";"00C6D881";"362";"2021-04-18 13:00:35"
"";"972a00700102020202701769";"00C6D881";"361";"2021-04-18 11:00:36"
"";"972a00700102020202701768";"00C6D881";"360";"2021-04-18 09:00:32"
"";"972a00700102020202701967";"00C6D881";"359";"2021-04-18 07:00:31"
"";"972a00700102020202701966";"00C6D881";"358";"2021-04-18 05:00:29"
