"Data";"Device ID";"Sequence number";"Timestamp"
"b92a007001161616166f0f84";"0034EF62";"388";"2021-04-19 13:06:35"
"b92a007001161616166f1083";"0034EF62";"387";"2021-04-19 11:06:32"
"b92a007001171717176d0c82";"0034EF62";"386";"2021-04-19 09:06:30"
"b92a0070013c3c3c3c6c0881";"0034EF62";"385";"2021-04-19 07:06:50"
"b92a0070013d3d3d3d6c0880";"0034EF62";"384";"2021-04-19 05:06:49"
"b92a0070013c3c3c3c6d097f";"0034EF62";"383";"2021-04-19 03:06:48"
"b92a0070013c3c3c3c6d087e";"0034EF62";"382";"2021-04-19 01:06:46"
"b92a0070013c3c3c3c6e097d";"0034EF62";"381";"2021-04-18 23:06:44"
"b92a0070013c3c3c3c6e0a7c";"0034EF62";"380";"2021-04-18 21:06:43"
"b92a0070013c3c3c3c6e0c7b";"0034EF62";"379";"2021-04-18 19:06:41"
"b92a0070013c3c3c3c6f107a";"0034EF62";"378";"2021-04-18 17:06:40"
"b92a0070013b3b3b3b6f1079";"0034EF62";"377";"2021-04-18 15:06:38"
"b92a007001060606066e0d78";"0034EF62";"376";"2021-04-18 13:06:37"
"b92a0070013c3c3c3c6e0c77";"0034EF62";"375";"2021-04-18 11:06:35"
"b92a0070013c3c3c3c6e0c76";"0034EF62";"374";"2021-04-18 09:06:55"
"b92a0070011a1a1a1a6d0975";"0034EF62";"373";"2021-04-18 07:06:53"
"b92a0070013d3d3d3d6d0974";"0034EF62";"372";"2021-04-18 05:06:52"
"b92a0070013c3c3c3c6d0973";"0034EF62";"371";"2021-04-18 03:06:51"
"b92a0070013c3c3c3c6d0972";"0034EF62";"370";"2021-04-18 01:06:49"
"b92a0070013d3d3d3d6e0b71";"0034EF62";"369";"2021-04-17 23:06:48"
"b92a0070013c3c3c3c6e0a70";"0034EF62";"368";"2021-04-17 21:06:46"
"b92a0070011a1a1a1a6f0c6f";"0034EF62";"367";"2021-04-17 19:06:45"
"b92a0070011c1c1c1c6f0f6e";"0034EF62";"366";"2021-04-17 17:06:43"
"b92a007001191919196e0c6d";"0034EF62";"365";"2021-04-17 15:06:42"
"b92a0070011d1d1d1d6f0b6c";"0034EF62";"364";"2021-04-17 13:06:43"
"b92a0070011a1a1a1a6e0b6b";"0034EF62";"363";"2021-04-17 11:06:38"
"b92a0070011b1b1b1b6d086a";"0034EF62";"362";"2021-04-17 09:06:58"
"b92a007001202020206c0869";"0034EF62";"361";"2021-04-17 07:06:57"
"b92a007001202020206c0868";"0034EF62";"360";"2021-04-17 05:06:55"
"b92a007001202020206c0867";"0034EF62";"359";"2021-04-17 03:06:54"
"b92a0070011e1e1e1e6c0866";"0034EF62";"358";"2021-04-17 01:06:53"
"b92a0070011e1e1e1e6e0865";"0034EF62";"357";"2021-04-16 23:06:51"
"b92a0070011e1e1e1e6e0a64";"0034EF62";"356";"2021-04-16 21:06:50"
"b92a0070011e1e1e1e6e0d63";"0034EF62";"355";"2021-04-16 19:06:48"
"b92a0070011d1d1d1d6f0d62";"0034EF62";"354";"2021-04-16 17:06:47"
"b92a0070011b1b1b1b6f1061";"0034EF62";"353";"2021-04-16 15:06:46"
"b92a0070011c1c1c1c6f0f60";"0034EF62";"352";"2021-04-16 13:06:44"
"b92a007001141414146e0c5f";"0034EF62";"351";"2021-04-16 11:07:04"
"b92a0070013c3c3c3c6c085e";"0034EF62";"350";"2021-04-16 09:07:01"
"b92a0070013d3d3d3d6c045d";"0034EF62";"349";"2021-04-16 07:07:00"
"b92a0070013d3d3d3d6c045c";"0034EF62";"348";"2021-04-16 05:06:59"
"b92a0070013a3a3a3a6c045b";"0034EF62";"347";"2021-04-16 03:06:57"
"b92a0070013b3b3b3b6c075a";"0034EF62";"346";"2021-04-16 01:06:56"
"b92a0070013c3c3c3c6d0659";"0034EF62";"345";"2021-04-15 23:06:54"
"b92a0070013d3d3d3d6e0858";"0034EF62";"344";"2021-04-15 21:06:52"
"b92a0070013c3c3c3c6e0a57";"0034EF62";"343";"2021-04-15 19:06:51"
"b92a0070013c3c3c3c6f0f56";"0034EF62";"342";"2021-04-15 17:06:49"
"b92a0070013c3c3c3c6e0e55";"0034EF62";"341";"2021-04-15 15:06:49"
"b92a007001171717176e0a54";"0034EF62";"340";"2021-04-15 13:06:47"
"b92a0070013c3c3c3c6d0b53";"0034EF62";"339";"2021-04-15 11:07:06"
"b92a007001202020206c0952";"0034EF62";"338";"2021-04-15 09:07:08"
"b92a0070010c0c0c0c6c0551";"0034EF62";"337";"2021-04-15 07:07:03"
"b92a0070010d0d0d0d6c0850";"0034EF62";"336";"2021-04-15 05:07:03"
"b92a0070010b0b0b0b6c064f";"0034EF62";"335";"2021-04-15 03:07:00"
"b92a0070010b0b0b0b6c074e";"0034EF62";"334";"2021-04-15 01:06:59"
"b92a0070010a0a0a0a6c084d";"0034EF62";"333";"2021-04-14 23:06:58"
"b92a0070010a0a0a0a6d094c";"0034EF62";"332";"2021-04-14 21:06:56"
"b92a0070010a0a0a0a6e094b";"0034EF62";"331";"2021-04-14 19:06:55"
"b92a0070010e0e0e0e6e0c4a";"0034EF62";"330";"2021-04-14 17:06:53"
"b92a0070010a0a0a0a6e0e49";"0034EF62";"329";"2021-04-14 15:06:54"
"b92a007001090909096e0c48";"0034EF62";"328";"2021-04-14 13:07:12"
"b92a007001070707076d0c47";"0034EF62";"327";"2021-04-14 11:07:10"
"b92a007001080808086c0846";"0034EF62";"326";"2021-04-14 09:07:08"
"b92a007001090909096c0745";"0034EF62";"325";"2021-04-14 07:07:06"
"b92a0070013d3d3d3d6c0644";"0034EF62";"324";"2021-04-14 05:07:05"
"b92a0070013d3d3d3d6c0443";"0034EF62";"323";"2021-04-14 03:07:04"
"b92a0070013d3d3d3d6c0842";"0034EF62";"322";"2021-04-14 01:07:03"
"b92a0070013d3d3d3d6d0941";"0034EF62";"321";"2021-04-13 23:07:01"
"b92a0070013d3d3d3d6d0940";"0034EF62";"320";"2021-04-13 21:06:59"
"b92a0070013d3d3d3d6e093f";"0034EF62";"319";"2021-04-13 19:06:58"
"b92a0070013d3d3d3d6e0b3e";"0034EF62";"318";"2021-04-13 17:06:56"
"b92a0070013c3c3c3c6e0c3d";"0034EF62";"317";"2021-04-13 15:06:55"
"b92a0070010c0c0c0c6e0c3c";"0034EF62";"316";"2021-04-13 13:07:15"
"b92a0070013c3c3c3c6d093b";"0034EF62";"315";"2021-04-13 11:07:13"
"b92a0070010b0b0b0b6c083a";"0034EF62";"314";"2021-04-13 09:07:11"
