"Data";"Device ID";"Sequence number";"Timestamp"
"b92a0070010e0e0e0e6f0e08";"0034EF62";"520";"2021-04-29 17:05:56"
"b92a0070010e0e0e0e6f0e07";"0034EF62";"519";"2021-04-29 15:05:54"
"b92a0070010f0f0f0f6f1106";"0034EF62";"518";"2021-04-29 13:05:53"
"b92a007001101010106f1005";"0034EF62";"517";"2021-04-29 11:05:52"
"b92a0070010c0c0c0c6f0f04";"0034EF62";"516";"2021-04-29 09:05:49"
"b92a0070010f0f0f0f6f0c03";"0034EF62";"515";"2021-04-29 07:05:48"
"b92a0070010f0f0f0f6f0d02";"0034EF62";"514";"2021-04-29 05:05:47"
"b92a007001111111116f0f01";"0034EF62";"513";"2021-04-29 03:05:45"
"b92a007001131313136f1000";"0034EF62";"512";"2021-04-29 01:05:44"
"b92a0070010f0f0f0f6f0fff";"0034EF62";"511";"2021-04-28 23:05:43"
"b92a0070010f0f0f0f6f10fe";"0034EF62";"510";"2021-04-28 21:06:02"
"b92a007001101010107013fd";"0034EF62";"509";"2021-04-28 19:06:04"
"b92a0070010e0e0e0e7014fc";"0034EF62";"508";"2021-04-28 17:06:00"
"b92a0070010e0e0e0e7017fb";"0034EF62";"507";"2021-04-28 15:05:59"
"b92a0070010d0d0d0d7015fa";"0034EF62";"506";"2021-04-28 13:05:57"
"b92a0070010e0e0e0e6f10f9";"0034EF62";"505";"2021-04-28 11:05:55"
"b92a0070010f0f0f0f6f0ef8";"0034EF62";"504";"2021-04-28 09:05:54"
"b92a007001121212126f0ff7";"0034EF62";"503";"2021-04-28 07:05:52"
"b92a007001101010106f0cf6";"0034EF62";"502";"2021-04-28 05:05:51"
"b92a007001101010106f0ef5";"0034EF62";"501";"2021-04-28 03:05:50"
"b92a007001121212126f0ff4";"0034EF62";"500";"2021-04-28 01:05:48"
"b92a007001111111116f0df3";"0034EF62";"499";"2021-04-27 23:05:47"
"b92a0070010f0f0f0f7011f2";"0034EF62";"498";"2021-04-27 21:06:06"
"b92a007001141414147013f1";"0034EF62";"497";"2021-04-27 19:06:05"
"b92a0070010f0f0f0f7015f0";"0034EF62";"496";"2021-04-27 17:06:04"
"b92a0070010f0f0f0f7018ef";"0034EF62";"495";"2021-04-27 15:06:05"
"b92a007001101010106e15ee";"0034EF62";"494";"2021-04-27 13:06:01"
"b92a007001020202026f12ed";"0034EF62";"493";"2021-04-27 11:06:00"
"b92a007001131313136e0fec";"0034EF62";"492";"2021-04-27 09:05:59"
"b92a0070013c3c3c3c6e0aeb";"0034EF62";"491";"2021-04-27 07:05:57"
"b92a0070013c3c3c3c6e0aea";"0034EF62";"490";"2021-04-27 05:05:56"
"b92a0070013c3c3c3c6e0be9";"0034EF62";"489";"2021-04-27 03:05:54"
