"Data";"Device ID";"Sequence number";"Timestamp"
"b92a0070011e1e1e1e6f0c4c";"0034EF62";"588";"2021-05-05 05:05:24"
"b92a0070011f1f1f1f6f0d4b";"0034EF62";"587";"2021-05-05 03:05:23"
"b92a0070011f1f1f1f6f0f4a";"0034EF62";"586";"2021-05-05 01:05:22"
"b92a0070011f1f1f1f6f0e49";"0034EF62";"585";"2021-05-04 23:05:20"
"b92a0070011f1f1f1f700f48";"0034EF62";"584";"2021-05-04 21:05:19"
"b92a0070011f1f1f1f700e47";"0034EF62";"583";"2021-05-04 19:05:18"
"b92a0070011f1f1f1f701346";"0034EF62";"582";"2021-05-04 17:05:16"
"b92a00700120202020701445";"0034EF62";"581";"2021-05-04 15:05:36"
"b92a007001202020206d1444";"0034EF62";"580";"2021-05-04 13:43:22"
"b92a0070040b0b0b0b6f1343";"0034EF62";"579";"2021-05-04 13:40:02"
"b92a0070010b0b0b0b701342";"0034EF62";"578";"2021-05-04 13:05:36"
"b92a0070010b0b0b0b701241";"0034EF62";"577";"2021-05-04 11:05:35"
"b92a0070010b0b0b0b6f0c40";"0034EF62";"576";"2021-05-04 09:05:33"
"b92a0070010c0c0c0c6e0c3f";"0034EF62";"575";"2021-05-04 07:05:30"
"b92a0070010c0c0c0c6e0a3e";"0034EF62";"574";"2021-05-04 05:05:31"
"b92a0070010b0b0b0b6e0a3d";"0034EF62";"573";"2021-05-04 03:05:27"
"b92a0070010b0b0b0b6e0c3c";"0034EF62";"572";"2021-05-04 01:05:25"
"b92a0070010b0b0b0b6f0e3b";"0034EF62";"571";"2021-05-03 23:05:24"
"b92a0070010a0a0a0a6f0d3a";"0034EF62";"570";"2021-05-03 21:05:22"
"b92a0070010b0b0b0b6f0d39";"0034EF62";"569";"2021-05-03 19:05:21"
"b92a0070010a0a0a0a701238";"0034EF62";"568";"2021-05-03 17:05:23"
"b92a0070011b1b1b1b6f1037";"0034EF62";"567";"2021-05-03 15:05:27"
"b92a0070010b0b0b0b6f0e36";"0034EF62";"566";"2021-05-03 13:05:41"
"b92a0070010d0d0d0d6e0c35";"0034EF62";"565";"2021-05-03 11:05:37"
"b92a0070010b0b0b0b6e0c34";"0034EF62";"564";"2021-05-03 09:05:38"
"b92a0070010b0b0b0b6d0833";"0034EF62";"563";"2021-05-03 07:05:34"
"b92a0070010b0b0b0b6d0832";"0034EF62";"562";"2021-05-03 05:05:32"
"b92a0070010b0b0b0b6e0931";"0034EF62";"561";"2021-05-03 03:05:33"
"b92a0070010b0b0b0b6d0b30";"0034EF62";"560";"2021-05-03 01:05:29"
"b92a0070010b0b0b0b6e0a2f";"0034EF62";"559";"2021-05-02 23:05:28"
"b92a0070010b0b0b0b6e0a2e";"0034EF62";"558";"2021-05-02 21:05:26"
"b92a0070010c0c0c0c6e0a2d";"0034EF62";"557";"2021-05-02 19:05:25"
"b92a0070010b0b0b0b6f0c2c";"0034EF62";"556";"2021-05-02 17:05:46"
"b92a0070010a0a0a0a6f0c2b";"0034EF62";"555";"2021-05-02 15:05:43"
"b92a0070010a0a0a0a6f0e2a";"0034EF62";"554";"2021-05-02 13:05:41"
"b92a0070010a0a0a0a6e0e29";"0034EF62";"553";"2021-05-02 11:05:40"
"b92a0070010c0c0c0c6e0a28";"0034EF62";"552";"2021-05-02 09:05:38"
"b92a0070010b0b0b0b6e0927";"0034EF62";"551";"2021-05-02 07:05:40"
"b92a0070010b0b0b0b6e0926";"0034EF62";"550";"2021-05-02 05:05:41"
"b92a0070010b0b0b0b6e0a25";"0034EF62";"549";"2021-05-02 03:05:34"
"b92a0070010c0c0c0c6e0b24";"0034EF62";"548";"2021-05-02 01:05:33"
"b92a0070010c0c0c0c6e0a23";"0034EF62";"547";"2021-05-01 23:05:34"
"b92a0070010c0c0c0c6e0e22";"0034EF62";"546";"2021-05-01 21:05:30"
"b92a0070010c0c0c0c6e0c21";"0034EF62";"545";"2021-05-01 19:05:31"
"b92a0070010f0f0f0f6e0d20";"0034EF62";"544";"2021-05-01 17:05:48"
"b92a0070010b0b0b0b6f0c1f";"0034EF62";"543";"2021-05-01 15:05:47"
"b92a0070010b0b0b0b6f0c1e";"0034EF62";"542";"2021-05-01 13:05:48"
"b92a0070010c0c0c0c6e0c1d";"0034EF62";"541";"2021-05-01 11:05:44"
"b92a007001111111116e0e1c";"0034EF62";"540";"2021-05-01 09:05:45"
"b92a0070010d0d0d0d6e0c1b";"0034EF62";"539";"2021-05-01 07:05:41"
"b92a0070010d0d0d0d6e0a1a";"0034EF62";"538";"2021-05-01 05:05:39"
"b92a0070010d0d0d0d6e0b19";"0034EF62";"537";"2021-05-01 03:05:40"
"b92a0070010d0d0d0d6e0c18";"0034EF62";"536";"2021-05-01 01:05:36"
"b92a0070010d0d0d0d6e0c17";"0034EF62";"535";"2021-04-30 23:05:35"
"b92a0070010d0d0d0d6e0a16";"0034EF62";"534";"2021-04-30 21:05:33"
"b92a0070010d0d0d0d6e0c15";"0034EF62";"533";"2021-04-30 19:05:53"
"b92a0070010d0d0d0d6f0d14";"0034EF62";"532";"2021-04-30 17:05:52"
"b92a0070010d0d0d0d6f0d13";"0034EF62";"531";"2021-04-30 15:05:50"
"b92a0070013d3d3d3d6f0f12";"0034EF62";"530";"2021-04-30 13:05:49"
"b92a0070010c0c0c0c6f1211";"0034EF62";"529";"2021-04-30 11:05:52"
"b92a0070010c0c0c0c6f0c10";"0034EF62";"528";"2021-04-30 09:05:46"
"b92a0070010f0f0f0f6f0d0f";"0034EF62";"527";"2021-04-30 07:05:44"
"b92a0070010e0e0e0e6f0c0e";"0034EF62";"526";"2021-04-30 05:05:43"
"b92a0070010e0e0e0e6f0e0d";"0034EF62";"525";"2021-04-30 03:05:41"
"b92a0070010e0e0e0e6e0e0c";"0034EF62";"524";"2021-04-30 01:05:40"
"b92a0070010e0e0e0e6f0f0b";"0034EF62";"523";"2021-04-29 23:05:39"
"b92a0070010e0e0e0e6f100a";"0034EF62";"522";"2021-04-29 21:05:38"
"b92a0070010e0e0e0e6f0f09";"0034EF62";"521";"2021-04-29 19:05:57"
